Publication Type;Authors;Book Authors;Book Editors;Book Group Authors;Author Full Names;Book Author Full Names;Group Authors;Article Title;Source Title;Book Series Title;Book Series Subtitle;Language;Document Type;Conference Title;Conference Date;Conference Location;Conference Sponsor;Conference Host;Author Keywords;Keywords Plus;Abstract;Addresses;Affiliations;Reprint Addresses;Email Addresses;Researcher Ids;ORCIDs;Funding Orgs;Funding Name Preferred;Funding Text;Cited References;Cited Reference Count;Times Cited, WoS Core;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Publisher;Publisher City;Publisher Address;ISSN;eISSN;ISBN;Journal Abbreviation;Journal ISO Abbreviation;Publication Date;Publication Year;Volume;Issue;Part Number;Supplement;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;DOI;DOI Link;Book DOI;Early Access Date;Number of Pages;WoS Categories;Web of Science Index;Research Areas;IDS Number;Pubmed Id;Open Access Designations;Highly Cited Status;Hot Paper Status;Date of Export;UT (Unique WOS ID);Web of Science Record
C;"He, QX; Huang, GP; Li, L";;"Gedeon, T; Wong, KW; Lee, M";;"He, Qiuxiang; Huang, Guoping; Li, Li";;;Integrating TM Knowledge into NMT with Double Chain Graph;NEURAL INFORMATION PROCESSING (ICONIP 2019), PT III;Lecture Notes in Computer Science;;;;26th International Conference on Neural Information Processing (ICONIP) of the Asia-Pacific-Neural-Network-Society (APNNS);DEC 12-15, 2019;Sydney, AUSTRALIA;Asia Pacific Neural Network Soc;;;;;;;;;;;;;;;;;;;;;;;0302-9743;1611-3349;"978-3-030-36718-3; 978-3-030-36717-6";;;;2019;11955;;;;;;103;114;;10.1007/978-3-030-36718-3_9;http://dx.doi.org/10.1007/978-3-030-36718-3_9;;;;;;;;;;;;;WOS:000612961500009;View Full Record in Web of Science
J;"Gong, LC; Li, Y; Guo, JJ; Yu, ZT; Gao, SX";;;;"Gong, Longchao; Li, Yan; Guo, Junjun; Yu, Zhengtao; Gao, Shengxiang";;;Enhancing low-resource neural machine translation with syntax-graph guided self-attention;KNOWLEDGE-BASED SYSTEMS;;;;;;;;;;;;;;;;;Gao, Shengxiang/KGM-3987-2024;;;;;;;;;;;;;;0950-7051;1872-7409;;;;JUN 21;2022;246;;;;;;;;108615;10.1016/j.knosys.2022.108615;http://dx.doi.org/10.1016/j.knosys.2022.108615;;APR 2022;;;;;;;;;;;WOS:000795588200005;View Full Record in Web of Science
C;"Wang, GB; Ding, YX; Xie, ZB; Ma, YB; Zhou, ZH; Qian, W";;;IEEE;"Wang, Guangbin; Ding, Yuxin; Xie, Zhibin; Ma, Yubin; Zhou, Zihan; Qian, Wen";;;RotatGAT: Learning Knowledge Graph Embedding with Translation Assumptions and Graph Attention Networks;2022 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS (IJCNN);IEEE International Joint Conference on Neural Networks (IJCNN);;;;IEEE International Conference on Fuzzy Systems (FUZZ-IEEE) / IEEE World Congress on Computational Intelligence (IEEE WCCI) / International Joint Conference on Neural Networks (IJCNN) / IEEE Congress on Evolutionary Computation (IEEE CEC);JUL 18-23, 2022;Padua, ITALY;IEEE,Int Neural Network Soc,IEEE Computat Intelligence Soc,Evolutionary Programming Soc,IET,Univ Padova, Dept Math Tullio Levi Civita,European Space Agcy,expert.ai,Elsevier,Springer Nature,Google,Baker & Hughes,NVIDIA;;;;;;;;;;;;;;;;;;;;;;;2161-4393;;978-1-7281-8671-9;;;;2022;;;;;;;;;;10.1109/IJCNN55064.2022.9892206;http://dx.doi.org/10.1109/IJCNN55064.2022.9892206;;;;;;;;;;;;;WOS:000867070902089;View Full Record in Web of Science
J;"Li, YF; Zhu, CH";;;;"Li, Yongfang; Zhu, Chunhua";;;TransE-MTP: A New Representation Learning Method for Knowledge Graph Embedding with Multi-Translation Principles and TransE;ELECTRONICS;;;;;;;;;;;;;;;;;;"Li, Yongfang/0009-0003-7638-9809; zhu, chun hua/0000-0003-2672-5483";;;;;;;;;;;;;2079-9292;;;;;AUG;2024;13;16;;;;;;;3171;10.3390/electronics13163171;http://dx.doi.org/10.3390/electronics13163171;;;;;;;;;;;;;WOS:001305600500001;View Full Record in Web of Science
C;"Bansal, M; Jain, G";;;IEEE;"Bansal, Mani; Jain, Goonjan";;;Improvement of English-Hind Machine Translation using ConceptNet;2017 RECENT DEVELOPMENTS IN CONTROL, AUTOMATION AND POWER ENGINEERING (RDCAPE);;;;;Conference on Recent Developments in Control, Automation and Power Engineering (RDCAPE);OCT 26-27, 2017;Amity Sch Engn & Technol, Noida, INDIA;IEEE,IEEE UP Sect;Amity Sch Engn & Technol;;;;;;;;Jain, Goonjan/JUF-7345-2023;;;;;;;;;;;;;;;;978-1-5090-3978-4;;;;2017;;;;;;;198;202;;;;;;;;;;;;;;;;WOS:000435133900038;View Full Record in Web of Science
J;"Zeng, P; Tan, QP; Meng, XK; Zhang, HY; Xu, JJ";;;;"Zeng, Ping; Tan, Qingping; Meng, Xiankai; Zhang, Haoyu; Xu, Jianjun";;;Modeling Complex Relationship Paths for Knowledge Graph Completion;IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS;;;;;;;;;;;;;;;;;"Tan, Qinping/S-1507-2018; Zhang, Haoyu/IAQ-0556-2023";Zhang, Haoyu/0009-0000-9138-5492;;;;;;;;;;;;;1745-1361;;;;;MAY;2018;E101D;5;;;;;1393;1400;;10.1587/transinf.2017EDP7398;http://dx.doi.org/10.1587/transinf.2017EDP7398;;;;;;;;;;;;;WOS:000431772900020;View Full Record in Web of Science
C;"Yu, Q; Li, Z; Sheng, JB; Sun, J; Slamu, W";;"Li, J; Way, A";;"Yu, Qing; Li, Zhe; Sheng, Jiabao; Sun, Jing; Slamu, Wushour";;;YuQ: A Chinese-Uyghur Medical-Domain Neural Machine Translation Dataset Towards Knowledge-Driven;MACHINE TRANSLATION, CCMT 2020;Communications in Computer and Information Science;;;;16th China Conference on Machine Translation (CCMT);OCT 10-12, 2020;ELECTR NETWORK;Chinese Informat Proc Soc China,Inner Mongolia Univ,Kingsoft AI,NiuTrans Res,Global Tone Commun Technol Co Ltd,Baidu,Youdao;;;;;;;;;"SHENG, Jiabao/GLT-6035-2022; li, zhe/AAW-7640-2020; Yu, Qing/KIG-5023-2024";"LI, Zhe/0000-0002-0519-7434; SHENG, Jiabao/0000-0002-7731-8688";;;;;;;;;;;;;1865-0929;1865-0937;"978-981-33-6162-1; 978-981-33-6161-4";;;;2020;1328;;;;;;37;54;;10.1007/978-981-33-6162-1_4;http://dx.doi.org/10.1007/978-981-33-6162-1_4;;;;;;;;;;;;;WOS:000835753600004;View Full Record in Web of Science
J;"Nguyen, LHB; Pham, VH; Dinh, D";;;;"Nguyen, Long H. B.; Pham, Viet H.; Dinh, Dien";;;Improving Neural Machine Translation with AMR Semantic Graphs;MATHEMATICAL PROBLEMS IN ENGINEERING;;;;;;;;;;;;;;;;;"Pham, Hung/C-3215-2013; Nguyen, Long/AAW-3430-2020";;;;;;;;;;;;;;1024-123X;1563-5147;;;;JUL 8;2021;2021;;;;;;;;9939389;10.1155/2021/9939389;http://dx.doi.org/10.1155/2021/9939389;;;;;;;;;;;;;WOS:000675819000008;View Full Record in Web of Science
J;"Khadivi, S; Ney, H";;;;"Khadivi, Shahram; Ney, Hermann";;;Integration of Speech Recognition and Machine Translation in Computer-Assisted Translation;IEEE TRANSACTIONS ON AUDIO SPEECH AND LANGUAGE PROCESSING;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1558-7916;1558-7924;;;;NOV;2008;16;8;;;;;1551;1564;;10.1109/TASL.2008.2004301;http://dx.doi.org/10.1109/TASL.2008.2004301;;;;;;;;;;;;;WOS:000260463800016;View Full Record in Web of Science
C;"Lee, CS; Wang, MH; Chen, CY; Reformat, M; Nojima, Y; Kubota, N";;;IEEE;"Lee, Chang-Shing; Wang, Mei-Hui; Chen, Chih-Yu; Reformat, Marek; Nojima, Yusuke; Kubota, Naoyuki";;;Knowledge Graph-based Genetic Fuzzy Agent for Human Intelligence and Machine Co-Learning;2023 IEEE INTERNATIONAL CONFERENCE ON FUZZY SYSTEMS, FUZZ;IEEE International Fuzzy Systems Conference Proceedings;;;;IEEE International Conference on Fuzzy Systems (FUZZ-IEEE);AUG 13-17, 2023;Incheon, SOUTH KOREA;IEEE,IEEE Computat Intelligence Soc,KIIS,Korea Tourism Org,Incheon Tourism Org;;;;;;;;;"Reformat, Marek/MTG-1616-2025; Nojima, Yusuke/F-4832-2010";Nojima, Yusuke/0000-0003-4853-1305;;;;;;;;;;;;;1544-5615;;979-8-3503-3228-5;;;;2023;;;;;;;;;;10.1109/FUZZ52849.2023.10309699;http://dx.doi.org/10.1109/FUZZ52849.2023.10309699;;;;;;;;;;;;;WOS:001103277400030;View Full Record in Web of Science
C;"Moussallem, D; Soru, T; Ngomo, ACN";;"Ghidini, C; Hartig, O; Maleshkova, M; Svatek, V; Cruz, I; Hogan, A; Song, J; Lefrancois, M; Gandon, F";;"Moussallem, Diego; Soru, Tommaso; Ngomo, Axel-Cyrille Ngonga";;;THOTH: Neural Translation and Enrichment of Knowledge Graphs;SEMANTIC WEB - ISWC 2019, PT I;Lecture Notes in Computer Science;;;;18th International Semantic Web Conference (ISWC);OCT 26-30, 2019;Auckland, NEW ZEALAND;IBM Res,Metaphacts,GE Global Res,Google,Journals Elsevier,Tourism New Zealand,Springer,Univ Auckland, Fac Sci, Sch Comp Sci,Auckland Convent Bur,Franz Inc,Inria;;;;;;;;;Soru, Tommaso/KCZ-3057-2024;"Ngonga Ngomo, Axel-Cyrille/0000-0001-7112-3516; Soru, Tommaso/0000-0002-1276-2366";;;;;;;;;;;;;0302-9743;1611-3349;"978-3-030-30793-6; 978-3-030-30792-9";;;;2019;11778;;;;;;505;522;;10.1007/978-3-030-30793-6_29;http://dx.doi.org/10.1007/978-3-030-30793-6_29;;;;;;;;;;;;;WOS:000521413100029;View Full Record in Web of Science
J;"Xiang, YT; Chen, YF; Fan, WJ; Ye, H";;;;"Xiang, Yueting; Chen, Yangfen; Fan, Wenjuan; Ye, Hui";;;Enhancing computer-aided translation system with BiLSTM and convolutional neural network using a knowledge graph approach;JOURNAL OF SUPERCOMPUTING;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0920-8542;1573-0484;;;;MAR;2024;80;5;;;;;5847;5869;;10.1007/s11227-023-05686-2;http://dx.doi.org/10.1007/s11227-023-05686-2;;OCT 2023;;;;;;;;;;;WOS:001091939900004;View Full Record in Web of Science
J;"Moussallem, D; Wauer, M; Ngomo, ACN";;;;"Moussallem, Diego; Wauer, Matthias; Ngomo, Axel-Cyrille Ngonga";;;Machine Translation using Semantic Web Technologies: A Survey;JOURNAL OF WEB SEMANTICS;;;;;;;;;;;;;;;;;;Ngonga Ngomo, Axel-Cyrille/0000-0001-7112-3516;;;;;;;;;;;;;1570-8268;1873-7749;;;;AUG;2018;51;;;;;;1;19;;10.1016/j.websem.2018.07.001;http://dx.doi.org/10.1016/j.websem.2018.07.001;;;;;;;;;;;;;WOS:000441293800001;View Full Record in Web of Science
C;"Mirzapour, M; Ragheb, W; Saeedizade, MJ; Cousot, K; Jacquenet, H; Carbon, L; Lafourcade, M";Mariani, J;"Calzolari, N; Bechet, F; Blache, P; Choukri, K; Cieri, C; Declerck, T; Goggi, S; Isahara, H; Maegaard, B; Mazo, H; Odijk, H; Piperidis, S";;"Mirzapour, Mehdi; Ragheb, Waleed; Saeedizade, Mohammad Javad; Cousot, Kevin; Jacquenet, Helene; Carbon, Lawrence; Lafourcade, Mathieu";Mariani, J;;Introducing RezoJDM16k: a French Knowledge Graph DataSet for Link Prediction;LREC 2022: THIRTEEN INTERNATIONAL CONFERENCE ON LANGUAGE RESOURCES AND EVALUATION;;;;;13th International Conference on Language Resources and Evaluation (LREC);JUN 20-25, 2022;Marseille, FRANCE;Google,S African Ctr Digital Language Resources,Vocapia Res,3M,Emvista,Expert.ai,Grammarly,Minist Culture, Delegat Gen Langue Francaise Aux Langues France,Reg Sud Provence Alpes Cote Azur;;;;;;;;;;Saeedizade, Mohammad Javad/0009-0000-0812-6167;;;;;;;;;;;;;;;979-10-95546-72-6;;;;2022;;;;;;;5163;5169;;;;;;;;;;;;;;;;WOS:000889371705031;View Full Record in Web of Science
J;"Xiao, H; Chen, YD; Shi, XD";;;;"Xiao, Han; Chen, Yidong; Shi, Xiaodong";;;Knowledge Graph Embedding Based on Multi-View Clustering Framework;IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING;;;;;;;;;;;;;;;;;Chen, YD/G-4143-2010;Shi, Xiaodong/0000-0002-8163-7139;;;;;;;;;;;;;1041-4347;1558-2191;;;;FEB 1;2021;33;2;;;;;585;596;;10.1109/TKDE.2019.2931548;http://dx.doi.org/10.1109/TKDE.2019.2931548;;;;;;;;;;;;;WOS:000607806200019;View Full Record in Web of Science
J;"Tian, X; Meng, Y";;;;"Tian, Xin; Meng, Yuan";;;Relgraph: A Multi-Relational Graph Neural Network Framework for Knowledge Graph Reasoning Based on Relation Graph;APPLIED SCIENCES-BASEL;;;;;;;;;;;;;;;;;xin, tian/JRW-4594-2023;;;;;;;;;;;;;;;2076-3417;;;;APR;2024;14;7;;;;;;;3122;10.3390/app14073122;http://dx.doi.org/10.3390/app14073122;;;;;;;;;;;;;WOS:001201065200001;View Full Record in Web of Science
J;"Wei, FF; Mei, KZ";;;;"Wei, Feifei; Mei, Kuizhi";;;Frequency inception based graph neural network for relation prediction in knowledge graphs;KNOWLEDGE-BASED SYSTEMS;;;;;;;;;;;;;;;;;WEI, FEIFEI/C-7985-2017;;;;;;;;;;;;;;0950-7051;1872-7409;;;;OCT 25;2023;278;;;;;;;;110908;10.1016/j.knosys.2023.110908;http://dx.doi.org/10.1016/j.knosys.2023.110908;;AUG 2023;;;;;;;;;;;WOS:001067714600001;View Full Record in Web of Science
C;"Srivastava, S; Patidar, M; Chowdhury, S; Agarwal, P; Bhattacharya, I; Shroff, G";;;Assoc Computat Linguist;"Srivastava, Saurabh; Patidar, Mayur; Chowdhury, Sudip; Agarwal, Puneet; Bhattacharya, Indrajit; Shroff, Gautam";;;Complex Question Answering on knowledge graphs using machine translation and multi-task learning;16TH CONFERENCE OF THE EUROPEAN CHAPTER OF THE ASSOCIATION FOR COMPUTATIONAL LINGUISTICS (EACL 2021);;;;;16th Conference of the European-Chapter-of-the-Association-for-Computational-Linguistics (EACL);APR 19-23, 2021;ELECTR NETWORK;Assoc Computat Linguist, European Chapter,Grammarly,Facebook AI,Bloomberg Engn,LegalForce,Babelscape;;;;;;;;;Srivastava, Dr Saurabh/GWD-0786-2022;;;;;;;;;;;;;;;;978-1-954085-02-2;;;;2021;;;;;;;3428;3439;;;;;;;;;;;;;;;;WOS:000863557003046;View Full Record in Web of Science
J;"Bahaj, A; Ghogho, M";;;;"Bahaj, Adil; Ghogho, Mounir";;;Negative-sample-free knowledge graph embedding;DATA MINING AND KNOWLEDGE DISCOVERY;;;;;;;;;;;;;;;;;Ghogho, Mounir/JZE-3455-2024;Bahaj, Adil/0000-0001-7842-8726;;;;;;;;;;;;;1384-5810;1573-756X;;;;NOV;2024;38;6;;;;;3590;3620;;10.1007/s10618-024-01052-9;http://dx.doi.org/10.1007/s10618-024-01052-9;;JUL 2024;;;;;;;;;;;WOS:001268222900001;View Full Record in Web of Science
C;"Nur, N; Park, N; Lee, K; Kang, H; Kwon, S";;"Baru, C; Huan, J; Khan, L; Hu, XH; Ak, R; Tian, Y; Barga, R; Zaniolo, C; Lee, K; Ye, YF";;"Nur, Nasheen; Park, Noseong; Lee, Kookjin; Kang, Hyunjoong; Kwon, Soonhyeon";;;Two Problems in Knowledge Graph Embedding: Non-Exclusive Relation Categories and Zero Gradients;2019 IEEE INTERNATIONAL CONFERENCE ON BIG DATA (BIG DATA);IEEE International Conference on Big Data;;;;IEEE International Conference on Big Data (Big Data);DEC 09-12, 2019;Los Angeles, CA;IEEE Comp Soc,IEEE,Baidu,Very,Ankura;;;;;;;;;"Nur, Nasheen/ABC-6791-2021; Park, Noseong/ABG-3935-2020";;;;;;;;;;;;;;2639-1589;;978-1-7281-0858-2;;;;2019;;;;;;;1181;1186;;;;;;;;;;;;;;;;WOS:000554828701035;View Full Record in Web of Science
J;"Zhang, Y; Shi, XY; Mi, SY; Yang, X";;;;"Zhang, Yu; Shi, Xinyu; Mi, Siya; Yang, Xu";;;Image captioning with transformer and knowledge graph;PATTERN RECOGNITION LETTERS;;;;;;;;;;;;;;;;;"shi, xinyu/HTQ-6041-2023; yang, xu/KIK-8188-2024";"Mi, Siya/0000-0003-1751-7076; yang, xu/0000-0002-8276-2679; Shi, Xinyu/0000-0002-5906-088X";;;;;;;;;;;;;0167-8655;1872-7344;;;;MAR;2021;143;;;;;;43;49;;10.1016/j.patrec.2020.12.020;http://dx.doi.org/10.1016/j.patrec.2020.12.020;;JAN 2021;;;;;;;;;;;WOS:000615785700007;View Full Record in Web of Science
